txn_id,agent_id,user_id,merchant_id,category,day,label,txn_seq_num,amount,amount_zscore,category_seen_before,device_matches_primary,day_txn_count,amount_to_limit_ratio,agent_age_at_txn,token_scope_ok,within_spending_limit
T00045341,A01292,U01292,M0096,electronics,14,legitimate_agent,28,857.18,-0.5921622065563641,1,1,2,0.17143599999999998,56,True,1
T00045342,A01292,U01292,M0044,groceries,15,legitimate_agent,29,390.63,-1.234392344730546,1,1,1,0.078126,58,True,1
T00045343,A01292,U01292,M0137,groceries,15,legitimate_agent,30,1309.4,0.09967841150496337,1,1,2,0.26188,60,True,1
T00045344,A01292,U01292,M0031,electronics,15,legitimate_agent,31,523.37,-1.017613541320598,1,1,3,0.104674,62,True,1
T00045345,A01292,U01292,M0188,electronics,18,legitimate_agent,32,1102.73,-0.16246219767609862,1,1,1,0.220546,64,True,1
T00045346,A01292,U01292,M0032,groceries,18,legitimate_agent,33,1320.19,0.1536922023175484,1,1,2,0.264038,66,True,1
T00045347,A01292,U01292,M0126,groceries,18,legitimate_agent,34,1047.58,-0.24792530579852545,1,1,3,0.20951599999999998,68,True,1
T00045348,A01292,U01292,M0099,electronics,20,legitimate_agent,35,1619.29,0.605432466083276,1,1,1,0.323858,70,True,1
T00045349,A01292,U01292,M0119,groceries,22,legitimate_agent,36,969.61,-0.3809238991707525,1,1,1,0.193922,72,True,1
T00045350,A01292,U01292,M0186,electronics,22,legitimate_agent,37,6927.18,8.674841165704935,1,1,2,1.3854360000000001,74,True,0
T00045351,A01292,U01292,M0171,groceries,23,impersonated_agent,38,2270.39,0.788159142323373,1,1,1,0.454078,76,True,1
T00045352,A01292,U01292,M0096,electronics,23,legitimate_agent,39,1120.89,-0.24098686723043997,1,1,2,0.22417800000000002,78,True,1
T00045353,A01292,U01292,M0055,groceries,24,legitimate_agent,40,1180.44,-0.18465980631791373,1,1,1,0.23608800000000002,80,True,1
T00045354,A01292,U01292,M0117,electronics,27,legitimate_agent,41,917.02,-0.42025307103807386,1,1,1,0.18340399999999998,82,True,1
T00045355,A01293,U01293,M0048,fashion,6,legitimate_agent,1,547.11,0.0,0,1,1,0.109422,2,True,1
T00045356,A01293,U01293,M0074,fashion,7,legitimate_agent,2,1213.14,666.0300000000001,1,1,1,0.242628,4,True,1
T00045357,A01293,U01293,M0190,fashion,21,legitimate_agent,3,824.71,-0.11766533723541732,1,1,1,0.164942,6,True,1
T00045358,A01293,U01293,M0014,fashion,25,legitimate_agent,4,878.1,0.04916080659026292,1,1,1,0.17562,8,True,1
T00045359,A01294,U01294,M0172,utilities,0,legitimate_agent,1,269.96,0.0,0,1,1,0.053992,2,True,1
T00045360,A01294,U01294,M0086,groceries,2,intent_drift,2,202.94,-67.01999999999998,0,1,1,0.040588,4,False,1
T00045361,A01294,U01294,M0148,utilities,2,legitimate_agent,3,140.33,-2.0282633186407324,1,1,2,0.028066000000000004,6,True,1
T00045362,A01294,U01294,M0104,utilities,2,legitimate_agent,4,206.78,0.036558558628161014,1,1,3,0.041356,8,True,1
T00045363,A01294,U01294,M0083,utilities,3,legitimate_agent,5,246.37,0.7813341693441319,1,1,1,0.049274,10,True,1
T00045364,A01294,U01294,M0148,utilities,5,legitimate_agent,6,203.45,-0.19873392075766982,1,1,1,0.04069,12,True,1
T00045365,A01294,U01294,M0148,utilities,5,legitimate_agent,7,266.92,1.244950154950275,1,1,2,0.053384,14,True,1
T00045366,A01294,U01294,M0105,utilities,6,legitimate_agent,8,180.46,-0.8568473504338808,1,1,1,0.036092,16,True,1
T00045367,A01294,U01294,M0106,utilities,7,legitimate_agent,9,164.43,-1.1304987901897317,1,1,1,0.032886,18,True,1
T00045368,A01294,U01294,M0150,utilities,7,legitimate_agent,10,207.34,-0.038640825739966245,1,1,2,0.041468,20,True,1
T00045369,A01294,U01294,M0165,utilities,8,legitimate_agent,11,214.26,0.12693694830752986,1,1,1,0.042852,22,True,1
T00045370,A01294,U01294,M0127,utilities,11,legitimate_agent,12,282.84,1.8314941188665301,1,1,1,0.05656799999999999,24,True,1
T00045371,A01294,U01294,M0070,utilities,12,legitimate_agent,13,222.89,0.16885638323437344,1,1,1,0.044578,26,True,1
T00045372,A01294,U01294,M0106,utilities,12,legitimate_agent,14,277.68,1.4698026387910432,1,1,2,0.055536,28,True,1
T00045373,A01294,U01294,M0100,utilities,13,legitimate_agent,15,202.41,-0.4152338558456893,1,1,1,0.040482,30,True,1
T00045374,A01294,U01294,M0027,utilities,14,legitimate_agent,16,188.79,-0.7226035155501086,1,1,1,0.037758,32,True,1
T00045375,A01294,U01294,M0150,utilities,14,legitimate_agent,17,197.42,-0.48110721711095544,1,1,2,0.039484,34,True,1
T00045376,A01294,U01294,M0083,utilities,16,legitimate_agent,18,266.75,1.2504445487776545,1,1,1,0.05335,36,True,1
T00045377,A01294,U01294,M0172,utilities,18,legitimate_agent,19,328.98,2.682755578713061,1,1,1,0.06579600000000001,38,True,1
T00045378,A01294,U01294,M0083,utilities,18,legitimate_agent,20,265.01,0.8529030805542095,1,1,2,0.053002,40,True,1
T00045379,A01294,U01294,M0148,utilities,19,legitimate_agent,21,213.62,-0.28180164268907354,1,1,1,0.042724,42,True,1
T00045380,A01294,U01294,M0089,utilities,19,legitimate_agent,22,261.28,0.7685686525362626,1,1,2,0.052256,44,True,1
T00045381,A01294,U01294,M0105,utilities,20,legitimate_agent,23,214.82,-0.28646308946626736,1,1,1,0.042963999999999995,46,True,1
T00045382,A01294,U01294,M0172,utilities,22,legitimate_agent,24,246.81,0.44308657851620514,1,1,1,0.049362,48,True,1
T00045383,A01294,U01294,M0088,utilities,22,legitimate_agent,25,242.54,0.33406536089192995,1,1,2,0.048507999999999996,50,True,1
T00045384,A01294,U01294,M0145,utilities,22,legitimate_agent,26,151.8,-1.8011566685585234,1,1,3,0.03036,52,True,1
T00045385,A01294,U01294,M0102,utilities,24,legitimate_agent,27,275.39,1.119991483624111,1,1,1,0.055077999999999995,54,True,1
T00045386,A01294,U01294,M0013,utilities,24,legitimate_agent,28,199.73,-0.6226087768295842,1,1,2,0.039945999999999995,56,True,1
T00045387,A01294,U01294,M0104,utilities,25,legitimate_agent,29,286.63,1.3644554293051459,1,1,1,0.057326,58,True,1
T00045388,A01294,U01294,M0049,utilities,25,legitimate_agent,30,177.08,-1.152182939867962,1,1,2,0.035416,60,True,1
T00045389,A01294,U01294,M0124,utilities,26,legitimate_agent,31,343.78,2.603506062060922,1,1,1,0.068756,62,True,1
T00045390,A01294,U01294,M0105,utilities,26,legitimate_agent,32,292.55,1.2664291287225213,1,1,2,0.05851,64,True,1
T00045391,A01294,U01294,M0145,utilities,27,legitimate_agent,33,211.7,-0.4229497849761019,1,1,1,0.042339999999999996,66,True,1
T00045392,A01294,U01294,M0050,utilities,28,legitimate_agent,34,206.86,-0.514943362063059,1,1,1,0.041372000000000006,68,True,1
T00045393,A01294,U01294,M0070,utilities,28,legitimate_agent,35,272.66,0.8614147476886216,1,1,2,0.054532000000000004,70,True,1
T00045394,A01294,U01294,M0088,utilities,29,legitimate_agent,36,287.92,1.1585812773892297,1,1,1,0.057584,72,True,1
T00045395,A01295,U01295,M0100,utilities,0,legitimate_agent,1,723.31,0.0,0,1,1,0.14466199999999999,2,True,1
T00045396,A01295,U01295,M0066,entertainment,2,legitimate_agent,2,657.55,-65.75999999999999,0,1,1,0.13151,4,True,1
T00045397,A01295,U01295,M0194,entertainment,5,legitimate_agent,3,519.58,-3.6742455464027253,1,1,1,0.10391600000000001,6,True,1
T00045398,A01295,U01295,M0145,utilities,6,legitimate_agent,4,710.05,0.7364201704404332,1,1,1,0.14201,8,True,1
T00045399,A01295,U01295,M0160,entertainment,7,legitimate_agent,5,592.86,-0.6417149912688891,1,1,1,0.118572,10,True,1
T00045400,A01295,U01295,M0034,entertainment,7,legitimate_agent,6,847.34,2.432402071774235,1,1,2,0.169468,12,True,1
T00045401,A01295,U01295,M0047,entertainment,7,legitimate_agent,7,1145.45,4.142025292011573,1,1,3,0.22909000000000002,14,True,1
T00045402,A01295,U01295,M0049,utilities,8,legitimate_agent,8,1120.79,1.8392281462598117,1,1,1,0.224158,16,True,1
T00045403,A01295,U01295,M0024,utilities,8,legitimate_agent,9,552.96,-1.016489277229609,1,1,2,0.11059200000000001,18,True,1
T00045404,A01295,U01295,M0001,utilities,9,legitimate_agent,10,539.45,-0.9665134975547497,1,1,1,0.10789000000000001,20,True,1
T00045405,A01295,U01295,M0015,utilities,9,legitimate_agent,11,992.04,1.093815475704786,1,1,2,0.198408,22,True,1
T00045406,A01295,U01295,M0165,utilities,10,legitimate_agent,12,516.07,-1.0742448825924127,1,1,1,0.10321400000000001,24,True,1
T00045407,A01295,U01295,M0178,entertainment,10,legitimate_agent,13,3695.76,12.77212893764962,1,1,2,0.739152,26,True,1
T00045408,A01295,U01295,M0178,entertainment,12,legitimate_agent,14,313.74,-0.7739098226266067,1,1,1,0.062748,28,True,1
T00045409,A01295,U01295,M0100,utilities,14,legitimate_agent,15,797.04,-0.1515110825269051,1,1,1,0.159408,30,True,1
T00045410,A01295,U01295,M0199,entertainment,15,legitimate_agent,16,897.34,-0.021880680143450914,1,1,1,0.17946800000000002,32,True,1
T00045411,A01295,U01295,M0105,utilities,15,legitimate_agent,17,1084.36,0.21953138987951365,1,1,2,0.21687199999999998,34,True,1
T00045412,A01295,U01295,M0036,utilities,15,legitimate_agent,18,915.14,-0.011582012241628678,1,1,3,0.183028,36,True,1
T00045413,A01295,U01295,M0105,utilities,16,legitimate_agent,19,981.32,0.07928808178992411,1,1,1,0.19626400000000002,38,True,1
T00045414,A01295,U01295,M0060,entertainment,17,legitimate_agent,20,704.11,-0.31299504625160696,1,1,1,0.140822,40,True,1
T00045415,A01295,U01295,M0145,utilities,18,legitimate_agent,21,853.51,-0.08916434855663667,1,1,1,0.170702,42,True,1
T00045416,A01295,U01295,M0080,entertainment,18,legitimate_agent,22,1011.83,0.14719119057516478,1,1,2,0.20236600000000002,44,True,1
T00045417,A01295,U01295,M0063,entertainment,18,legitimate_agent,23,873.27,-0.06611474174955252,1,1,3,0.174654,46,True,1
T00045418,A01295,U01295,M0066,entertainment,19,legitimate_agent,24,491.79,-0.6564659089556054,1,1,1,0.098358,48,True,1
T00045419,A01295,U01295,M0047,entertainment,19,legitimate_agent,25,970.94,0.11561945767225731,1,1,2,0.194188,50,True,1
T00045420,A01295,U01295,M0145,utilities,19,legitimate_agent,26,1317.52,0.6695108116714922,1,1,3,0.263504,52,True,1
T00045421,A01295,U01295,M0105,utilities,20,legitimate_agent,27,723.85,-0.3124844790353075,1,1,1,0.14477,54,True,1
T00045422,A01295,U01295,M0015,utilities,21,legitimate_agent,28,728.8,-0.2981156683399306,1,1,1,0.14576,56,True,1
T00045423,A01295,U01295,M0134,utilities,21,legitimate_agent,29,700.89,-0.33938099823488427,1,1,2,0.140178,58,True,1
T00045424,A01295,U01295,M0134,utilities,21,legitimate_agent,30,674.85,-0.377492092463904,1,1,3,0.13497,60,True,1
T00045425,A01295,U01295,M0024,utilities,26,impersonated_agent,31,2970.75,3.6114384609498913,1,1,1,0.59415,62,True,1
T00045426,A01295,U01295,M0094,entertainment,28,legitimate_agent,32,847.37,-0.15939344814009274,1,1,1,0.169474,64,True,1
T00045427,A01295,U01295,M0089,utilities,28,legitimate_agent,33,774.42,-0.2660457444049988,1,1,2,0.154884,66,True,1
T00045428,A01295,U01295,M0105,utilities,28,legitimate_agent,34,969.93,0.035045255494564706,1,1,3,0.193986,68,True,1
T00045429,A01295,U01295,M0045,entertainment,29,legitimate_agent,35,772.79,-0.26943668423783856,1,1,1,0.154558,70,True,1
T00045430,A01295,U01295,M0091,utilities,29,legitimate_agent,36,841.5,-0.15796600107005854,1,1,2,0.1683,72,True,1
T00045431,A01296,U01296,M0176,fashion,2,impersonated_agent,1,5546.37,0.0,0,1,1,1.1092739999999999,2,True,0
T00045432,A01296,U01296,M0025,fashion,3,legitimate_agent,2,604.21,-4942.16,1,1,1,0.120842,4,True,1
T00045433,A01296,U01296,M0142,food_delivery,4,legitimate_agent,3,750.62,-0.6652111307691096,0,1,1,0.150124,6,True,1
T00045434,A01296,U01296,M0065,food_delivery,5,legitimate_agent,4,2112.32,-0.06688369725787577,1,1,1,0.422464,8,True,1
T00045435,A01296,U01296,M0142,food_delivery,5,legitimate_agent,5,1231.68,-0.4446135684742224,1,1,2,0.246336,10,True,1
T00045436,A01296,U01296,M0065,food_delivery,6,legitimate_agent,6,1115.9,-0.45700409239556616,1,1,1,0.22318000000000002,12,True,1
T00045437,A01296,U01296,M0076,food_delivery,6,legitimate_agent,7,5465.21,1.914493690175912,1,1,2,1.093042,14,True,0
T00045438,A01296,U01296,M0061,fashion,6,legitimate_agent,8,1040.04,-0.6275138380020454,1,1,3,0.208008,16,True,1
T00045439,A01296,U01296,M0196,food_delivery,10,legitimate_agent,9,2095.29,-0.06670186584172957,1,1,1,0.419058,18,True,1
T00045440,A01296,U01296,M0153,food_delivery,10,legitimate_agent,10,1514.04,-0.36361662038038844,1,1,2,0.30280799999999997,20,True,1
T00045441,A01296,U01296,M0142,food_delivery,12,legitimate_agent,11,1816.28,-0.18017570701147548,1,1,1,0.36325599999999997,22,True,1
T00045442,A01296,U01296,M0067,food_delivery,16,legitimate_agent,12,1508.57,-0.3484903411753964,1,1,1,0.301714,24,True,1
T00045443,A01296,U01296,M0052,food_delivery,21,legitimate_agent,13,1542.91,-0.3126920788010813,1,1,1,0.308582,26,True,1
T00045444,A01296,U01296,M0190,fashion,24,legitimate_agent,14,908.89,-0.6939515382973429,1,1,1,0.181778,28,True,1
T00045445,A01296,U01296,M0151,food_delivery,24,legitimate_agent,15,1558.93,-0.2460160785771623,1,1,2,0.311786,30,True,1
T00045446,A01296,U01296,M0038,food_delivery,26,legitimate_agent,16,1386.86,-0.35084075913143015,1,1,1,0.277372,32,True,1
T00045447,A01296,U01296,M0074,fashion,27,legitimate_agent,17,1528.52,-0.24309995889592678,1,1,1,0.305704,34,True,1
T00045448,A01296,U01296,M0039,fashion,29,legitimate_agent,18,1416.56,-0.31405292533213847,1,1,1,0.283312,36,True,1
T00045449,A01296,U01296,M0109,fashion,29,legitimate_agent,19,1862.84,0.015468245532003447,1,1,2,0.372568,38,True,1
T00045450,A01297,U01297,M0178,entertainment,0,legitimate_agent,1,1629.22,0.0,0,1,1,0.325844,2,True,1
T00045451,A01297,U01297,M0199,entertainment,0,legitimate_agent,2,1582.5,-46.72000000000003,1,1,2,0.3165,4,True,1
T00045452,A01297,U01297,M0144,entertainment,0,legitimate_agent,3,1438.35,-5.0705246967704785,1,1,3,0.28767,6,True,1
T00045453,A01297,U01297,M0060,entertainment,3,legitimate_agent,4,1545.34,-0.047071910840214136,1,1,1,0.309068,8,True,1
T00045454,A01297,U01297,M0160,entertainment,3,legitimate_agent,5,862.6,-8.444150648135262,1,1,2,0.17252,10,True,1
T00045455,A01297,U01297,M0140,entertainment,3,legitimate_agent,6,1407.9,-0.011757296042494383,1,1,3,0.28158,12,True,1
T00045456,A01297,U01297,M0133,subscriptions,4,compromised_agent,7,7664.07,22.203126048900682,0,1,1,1.532814,14,True,0
T00045457,A01297,U01297,M0047,entertainment,4,legitimate_agent,8,1033.03,-0.5347271644197578,1,1,2,0.20660599999999998,16,True,1
T00045458,A01297,U01297,M0060,entertainment,4,legitimate_agent,9,928.46,-0.5417056354194568,1,1,3,0.185692,18,True,1
T00045459,A01297,U01297,M0190,fashion,5,legitimate_agent,10,1522.02,-0.22808755293511773,0,1,1,0.304404,20,True,1
T00045460,A01297,U01297,M0178,entertainment,6,legitimate_agent,11,4005.08,1.009920123067802,1,1,1,0.801016,22,True,1
T00045461,A01297,U01297,M0180,entertainment,6,legitimate_agent,12,1482.6,-0.3295888006101502,1,1,2,0.29652,24,True,1
T00045462,A01297,U01297,M0129,fashion,6,legitimate_agent,13,994.39,-0.568000911145343,1,1,3,0.198878,26,True,1
T00045463,A01297,U01297,M0174,fashion,7,legitimate_agent,14,1471.02,-0.2861017713152714,1,1,1,0.294204,28,True,1
T00045464,A01297,U01297,M0032,groceries,8,intent_drift,15,1162.06,-0.4466438546997744,0,1,1,0.23241199999999998,30,False,1
T00045465,A01297,U01297,M0107,fashion,8,legitimate_agent,16,1860.22,-0.03137933880678138,1,1,2,0.372044,32,True,1
T00045466,A01297,U01297,M0066,entertainment,9,legitimate_agent,17,765.84,-0.676457206379324,1,1,1,0.153168,34,True,1
T00045467,A01297,U01297,M0152,entertainment,10,legitimate_agent,18,1291.91,-0.33209072487311336,1,1,1,0.258382,36,True,1
T00045468,A01297,U01297,M0080,entertainment,11,legitimate_agent,19,6416.53,2.8426100624921653,1,1,1,1.283306,38,True,0
T00045469,A01297,U01297,M0007,fashion,12,legitimate_agent,20,4707.62,1.3992443707975084,1,1,1,0.941524,40,True,1
T00045470,A01297,U01297,M0047,entertainment,12,legitimate_agent,21,608.25,-0.8156397686858604,1,1,2,0.12165,42,True,1
T00045471,A01297,U01297,M0122,fashion,13,legitimate_agent,22,1173.07,-0.4897844901885759,1,1,1,0.234614,44,True,1
T00045472,A01297,U01297,M0063,entertainment,15,legitimate_agent,23,1672.9,-0.21105706773630178,1,1,1,0.33458000000000004,46,True,1
T00045473,A01297,U01297,M0080,entertainment,17,impersonated_agent,24,5152.18,1.6817902311194,1,1,1,1.0304360000000001,48,True,0
T00045474,A01297,U01297,M0199,entertainment,18,legitimate_agent,25,1733.63,-0.23495792192841553,1,1,1,0.34672600000000003,50,True,1
T00045475,A01297,U01297,M0173,fashion,20,legitimate_agent,26,851.37,-0.7014731339600331,1,1,1,0.170274,52,True,1
T00045476,A01297,U01297,M0194,entertainment,20,legitimate_agent,27,1412.29,-0.37884797600850095,1,1,2,0.282458,54,True,1
T00045477,A01297,U01297,M0080,entertainment,21,legitimate_agent,28,970.27,-0.6137411006540568,1,1,1,0.194054,56,True,1
T00045478,A01297,U01297,M0014,fashion,21,legitimate_agent,29,1399.61,-0.36033524973154385,1,1,2,0.279922,58,True,1
T00045479,A01297,U01297,M0178,entertainment,21,legitimate_agent,30,1160.48,-0.48848834310838823,1,1,3,0.232096,60,True,1
T00045480,A01297,U01297,M0048,fashion,22,legitimate_agent,31,1145.2,-0.4873402668465448,1,1,1,0.22904000000000002,62,True,1
T00045481,A01297,U01297,M0044,groceries,22,intent_drift,32,1354.84,-0.3562565773373482,1,1,2,0.270968,64,False,1
T00045482,A01297,U01297,M0063,entertainment,23,legitimate_agent,33,1273.91,-0.3977079079800037,1,1,1,0.254782,66,True,1
T00045483,A01297,U01297,M0066,entertainment,24,legitimate_agent,34,1011.98,-0.5469854327061672,1,1,1,0.202396,68,True,1
T00045484,A01297,U01297,M0084,fashion,24,legitimate_agent,35,1559.43,-0.206824264190167,1,1,2,0.311886,70,True,1
T00045485,A01297,U01297,M0097,fashion,25,legitimate_agent,36,1401.58,-0.300292967109784,1,1,1,0.280316,72,True,1
T00045486,A01297,U01297,M0122,fashion,28,legitimate_agent,37,1142.97,-0.4560077130302172,1,1,1,0.228594,74,True,1
T00045487,A01297,U01297,M0011,entertainment,28,legitimate_agent,38,1723.43,-0.08511231211783224,1,1,2,0.344686,76,True,1
T00045488,A01297,U01297,M0034,entertainment,28,legitimate_agent,39,1343.09,-0.3254947258508545,1,1,3,0.26861799999999997,78,True,1
T00045489,A01297,U01297,M0161,fashion,29,legitimate_agent,40,1417.83,-0.2729341664658204,1,1,1,0.283566,80,True,1
T00045490,A01298,U01298,M0109,fashion,0,legitimate_agent,1,3924.78,0.0,0,1,1,0.784956,2,True,1
T00045491,A01298,U01298,M0042,fashion,0,legitimate_agent,2,781.43,-3143.3500000000004,1,1,2,0.15628599999999998,4,True,1
T00045492,A01298,U01298,M0109,fashion,2,legitimate_agent,3,2315.21,-0.01704920640276406,1,1,1,0.463042,6,True,1
T00045493,A01298,U01298,M0129,fashion,2,legitimate_agent,4,952.79,-0.8828472156887166,1,1,2,0.190558,8,True,1
T00045494,A01298,U01298,M0176,fashion,2,legitimate_agent,5,241.44,-1.2009477570277196,1,1,3,0.048288,10,True,1
T00045495,A01298,U01298,M0058,fashion,2,legitimate_agent,6,954.71,-0.4630434486057092,1,1,4,0.190942,12,True,1
T00045496,A01298,U01298,M0002,fashion,3,legitimate_agent,7,817.32,-0.5231767008415509,1,1,1,0.163464,14,True,1
T00045497,A01298,U01298,M0161,fashion,4,legitimate_agent,8,802.79,-0.49154908064101555,1,1,1,0.160558,16,True,1
T00045498,A01298,U01298,M0025,fashion,4,legitimate_agent,9,573.36,-0.6484464681101785,1,1,2,0.114672,18,True,1
T00045499,A01298,U01298,M0151,food_delivery,4,legitimate_agent,10,783.65,-0.4172102292614412,0,1,3,0.15673,20,True,1
T00045500,A01298,U01298,M0174,fashion,7,legitimate_agent,11,1007.77,-0.1893698195418934,1,1,1,0.20155399999999998,22,True,1
T00045501,A01298,U01298,M0110,food_delivery,7,legitimate_agent,12,908.85,-0.27636679229640565,1,1,2,0.18177000000000001,24,True,1
T00045502,A01298,U01298,M0065,food_delivery,8,legitimate_agent,13,1066.76,-0.1058953057089409,1,1,1,0.21335199999999999,26,True,1
T00045503,A01298,U01298,M0048,fashion,8,legitimate_agent,14,1192.61,0.030143834227791086,1,1,2,0.23852199999999998,28,True,1
T00045504,A01298,U01298,M0107,fashion,8,legitimate_agent,15,458.03,-0.7739429257434003,1,1,3,0.09160599999999999,30,True,1
T00045505,A01298,U01298,M0038,food_delivery,9,legitimate_agent,16,1199.67,0.08987378317310438,1,1,1,0.239934,32,True,1
T00045506,A01298,U01298,M0135,food_delivery,11,legitimate_agent,17,1095.25,-0.032846457645291774,1,1,1,0.21905,34,True,1
T00045507,A01298,U01298,M0042,fashion,11,legitimate_agent,18,653.18,-0.5567605318680978,1,1,2,0.130636,36,True,1
T00045508,A01298,U01298,M0002,fashion,13,legitimate_agent,19,1206.09,0.1333996375111588,1,1,1,0.241218,38,True,1
T00045509,A01298,U01298,M0138,food_delivery,13,legitimate_agent,20,848.57,-0.31593937851683407,1,1,2,0.169714,40,True,1
T00045510,A01298,U01298,M0151,food_delivery,13,legitimate_agent,21,933.51,-0.19899890983078944,1,1,3,0.186702,42,True,1
T00045511,A01298,U01298,M0061,fashion,14,legitimate_agent,22,1241.62,0.20936125571468703,1,1,1,0.248324,44,True,1
T00045512,A01298,U01298,M0074,fashion,14,legitimate_agent,23,873.44,-0.28913296582698256,1,1,2,0.174688,46,True,1
T00045513,A01298,U01298,M0002,fashion,15,legitimate_agent,24,1036.59,-0.05903890890107805,1,1,1,0.20731799999999997,48,True,1
T00045514,A01298,U01298,M0048,fashion,16,legitimate_agent,25,1065.8,-0.016936134063726887,1,1,1,0.21316,50,True,1
T00045515,A01298,U01298,M0067,food_delivery,19,legitimate_agent,26,714.3,-0.5194862586257882,1,1,1,0.14286,52,True,1
T00045516,A01298,U01298,M0062,food_delivery,19,legitimate_agent,27,963.35,-0.1453685746312174,1,1,2,0.19267,54,True,1
T00045517,A01298,U01298,M0048,fashion,19,legitimate_agent,28,1095.12,0.0523858888331256,1,1,3,0.21902399999999997,56,True,1
T00045518,A01298,U01298,M0071,electronics,20,compromised_agent,29,5045.45,6.0110177412567225,0,1,1,1.00909,58,True,0
T00045519,A01298,U01298,M0191,fashion,21,legitimate_agent,30,608.71,-0.5983850352343594,1,1,1,0.121742,60,True,1
T00045520,A01298,U01298,M0038,food_delivery,21,legitimate_agent,31,840.65,-0.3470110678949204,1,1,2,0.16813,62,True,1
T00045521,A01298,U01298,M0062,food_delivery,22,legitimate_agent,32,877.16,-0.30283601945189914,1,1,1,0.175432,64,True,1
T00045522,A01298,U01298,M0052,food_delivery,23,legitimate_agent,33,2463.84,1.3801392917436828,1,1,1,0.49276800000000004,66,True,1
T00045523,A01298,U01298,M0059,fashion,23,legitimate_agent,34,976.26,-0.23175763287402196,1,1,2,0.195252,68,True,1
T00045524,A01298,U01298,M0110,food_delivery,25,legitimate_agent,35,429.83,-0.8069674668984785,1,1,1,0.085966,70,True,1
T00045525,A01298,U01298,M0135,food_delivery,26,legitimate_agent,36,1003.16,-0.1776595512974203,1,1,1,0.200632,72,True,1
T00045526,A01298,U01298,M0052,food_delivery,26,legitimate_agent,37,1239.82,0.08040881839443376,1,1,2,0.247964,74,True,1
T00045527,A01298,U01298,M0191,fashion,28,legitimate_agent,38,1150.45,-0.01853525827255117,1,1,1,0.23009000000000002,76,True,1
T00045528,A01298,U01298,M0007,fashion,29,legitimate_agent,39,429.4,-0.8188425585863237,1,1,1,0.08588,78,True,1
T00045529,A01298,U01298,M0121,fashion,29,legitimate_agent,40,950.28,-0.22054762786219054,1,1,2,0.190056,80,True,1
T00045530,A01298,U01298,M0151,food_delivery,29,legitimate_agent,41,1126.83,-0.018344277995287418,1,1,3,0.22536599999999998,82,True,1
T00045531,A01299,U01299,M0088,utilities,0,legitimate_agent,1,1137.47,0.0,0,1,1,0.227494,2,True,1
T00045532,A01299,U01299,M0027,utilities,0,legitimate_agent,2,1055.14,-82.32999999999993,1,1,2,0.21102800000000002,4,True,1
T00045533,A01299,U01299,M0159,utilities,0,legitimate_agent,3,934.3,-2.782821185136082,1,1,3,0.18686,6,True,1
T00045534,A01299,U01299,M0027,utilities,1,legitimate_agent,4,1138.49,0.9412396502093593,1,1,1,0.227698,8,True,1
T00045535,A01299,U01299,M0041,utilities,3,impersonated_agent,5,2826.9,18.28060730325412,1,1,1,0.56538,10,True,1
T00045536,A01299,U01299,M0159,utilities,3,legitimate_agent,6,1126.07,-0.36929719701267644,1,1,2,0.225214,12,True,1
T00045537,A01299,U01299,M0006,groceries,4,intent_drift,7,1127.22,-0.3376847729422591,0,1,1,0.225444,14,False,1
T00045538,A01299,U01299,M0159,utilities,4,legitimate_agent,8,1059.92,-0.41568430154757124,1,1,2,0.211984,16,True,1
T00045539,A01299,U01299,M0100,utilities,5,legitimate_agent,9,1181.89,-0.1914488351566937,1,1,1,0.23637800000000003,18,True,1
T00045540,A01299,U01299,M0105,utilities,6,legitimate_agent,10,1244.71,-0.07352888937025119,1,1,1,0.248942,20,True,1
T00045541,A01299,U01299,M0015,utilities,7,legitimate_agent,11,939.06,-0.6272226996018214,1,1,1,0.18781199999999998,22,True,1
T00045542,A01299,U01299,M0150,utilities,7,legitimate_agent,12,1215.16,-0.0692657713152421,1,1,2,0.24303200000000003,24,True,1
T00045543,A01299,U01299,M0027,utilities,10,legitimate_agent,13,1324.05,0.14854074883400117,1,1,1,0.26481,26,True,1
T00045544,A01299,U01299,M0088,utilities,12,legitimate_agent,14,1205.62,-0.10106414935959572,1,1,1,0.24112399999999998,28,True,1
T00045545,A01299,U01299,M0165,utilities,14,legitimate_agent,15,1198.05,-0.11387503462172867,1,1,1,0.23961,30,True,1
T00045546,A01299,U01299,M0092,utilities,14,legitimate_agent,16,1495.05,0.5505088486407499,1,1,2,0.29901,32,True,1
T00045547,A01299,U01299,M0106,utilities,15,legitimate_agent,17,1421.72,0.36169715940281105,1,1,1,0.284344,34,True,1
T00045548,A01299,U01299,M0041,utilities,15,legitimate_agent,18,1240.32,-0.07522999714194685,1,1,2,0.24806399999999998,36,True,1
T00045549,A01299,U01299,M0091,utilities,16,legitimate_agent,19,818.13,-1.0935549666096076,1,1,1,0.163626,38,True,1
T00045550,A01299,U01299,M0089,utilities,18,legitimate_agent,20,1045.38,-0.48500429570266046,1,1,1,0.209076,40,True,1
T00045551,A01299,U01299,M0041,utilities,21,legitimate_agent,21,906.05,-0.8130318363577033,1,1,1,0.18120999999999998,42,True,1
T00045552,A01299,U01299,M0092,utilities,27,legitimate_agent,22,1200.11,-0.05180808990988052,1,1,1,0.24002199999999999,44,True,1
